,Date,Dillingen,Kempten,Lenggries
996,2019-09-24,87.5,19.3,16.0
997,2019-09-25,73.7,20.0,16.3
998,2019-09-26,73.4,28.1,16.7
999,2019-09-27,89.2,30.6,15.8
1000,2019-09-28,110.0,35.3,16.0
1001,2019-09-29,110.0,30.9,14.6
1002,2019-09-30,79.7,23.2,13.5
1003,2019-10-01,75.7,19.4,12.3
1004,2019-10-02,81.6,25.8,14.9
1005,2019-10-03,144.0,70.1,20.1
1006,2019-10-04,111.0,38.8,14.2
1007,2019-10-05,131.0,112.0,25.8
1008,2019-10-06,235.0,127.0,21.7
1009,2019-10-07,240.0,147.0,27.4
1010,2019-10-08,204.0,80.8,21.7
1011,2019-10-09,190.0,115.0,22.1
1012,2019-10-10,314.0,142.0,24.6
1013,2019-10-11,223.0,83.1,21.1
1014,2019-10-12,167.0,60.3,20.2
1015,2019-10-13,131.0,52.2,19.8
1016,2019-10-14,116.0,42.8,19.0
1017,2019-10-15,104.0,38.2,18.8
1018,2019-10-16,107.0,35.5,17.8
1019,2019-10-17,95.6,31.6,16.9
1020,2019-10-18,101.0,28.6,16.6
1021,2019-10-19,101.0,26.6,18.0
1022,2019-10-20,106.0,24.5,18.5
1023,2019-10-21,97.8,23.5,18.8
1024,2019-10-22,90.1,22.1,18.6
1025,2019-10-23,75.4,21.1,16.3
1026,2019-10-24,84.7,19.6,12.9
1027,2019-10-25,83.3,19.1,9.74
1028,2019-10-26,89.5,18.6,8.36
1029,2019-10-27,100.0,17.9,8.11
1030,2019-10-28,91.3,18.4,7.97
1031,2019-10-29,79.7,23.5,7.74
1032,2019-10-30,99.2,49.8,8.72
1033,2019-10-31,171.0,117.0,11.1
1034,2019-11-01,165.0,61.0,9.04
1035,2019-11-02,127.0,41.6,8.24
1036,2019-11-03,115.0,31.9,7.64
1037,2019-11-04,128.0,44.3,7.85
1038,2019-11-05,140.0,52.2,12.8
1039,2019-11-06,159.0,47.2,14.9
1040,2019-11-07,125.0,37.6,16.6
1041,2019-11-08,121.0,32.0,16.2
1042,2019-11-09,123.0,28.9,15.2
1043,2019-11-10,109.0,25.2,14.9
1044,2019-11-11,110.0,23.0,15.3
1045,2019-11-12,101.0,23.4,15.5
1046,2019-11-13,116.0,22.8,15.2
1047,2019-11-14,106.0,21.6,13.1
1048,2019-11-15,102.0,20.4,13.5
1049,2019-11-16,106.0,23.4,15.9
1050,2019-11-17,102.0,22.4,20.0
1051,2019-11-18,103.0,21.6,22.6
1052,2019-11-19,90.9,20.8,21.3
1053,2019-11-20,91.7,18.5,17.6
1054,2019-11-21,85.2,17.3,17.2
1055,2019-11-22,91.5,16.5,17.3
1056,2019-11-23,74.2,15.8,16.7
1057,2019-11-24,64.7,16.0,16.8
1058,2019-11-25,78.7,16.2,16.4
1059,2019-11-26,77.5,15.6,16.5
1060,2019-11-27,79.7,15.1,16.4
1061,2019-11-28,79.3,15.4,15.9
1062,2019-11-29,73.0,28.3,15.7
1063,2019-11-30,121.0,41.1,16.2
1064,2019-12-01,104.0,27.7,13.7
1065,2019-12-02,99.5,24.2,12.6
1066,2019-12-03,94.3,22.0,11.4
1067,2019-12-04,90.5,18.8,10.5
1068,2019-12-05,80.0,17.8,10.3
1069,2019-12-06,82.7,16.9,10.2
1070,2019-12-07,86.4,17.6,9.09
1071,2019-12-08,89.1,19.1,8.62
1072,2019-12-09,87.6,18.3,8.62
1073,2019-12-10,100.0,28.8,9.17
1074,2019-12-11,106.0,23.4,9.29
1075,2019-12-12,103.0,21.9,8.91
1076,2019-12-13,87.7,21.0,8.2
1077,2019-12-14,105.0,28.5,8.67
1078,2019-12-15,120.0,34.4,9.03
1079,2019-12-16,115.0,30.0,9.8
1080,2019-12-17,139.0,33.7,15.4
1081,2019-12-18,149.0,36.3,19.6
1082,2019-12-19,125.0,30.3,17.5
1083,2019-12-20,115.0,26.1,17.1
1084,2019-12-21,134.0,40.2,17.1
1085,2019-12-22,142.0,37.3,18.0
1086,2019-12-23,148.0,56.1,17.4
1087,2019-12-24,180.0,60.6,18.3
1088,2019-12-25,194.0,91.1,24.2
1089,2019-12-26,232.0,71.7,23.8
1090,2019-12-27,190.0,52.4,22.5
1091,2019-12-28,181.0,47.3,23.6
1092,2019-12-29,162.0,36.7,20.7
1093,2019-12-30,142.0,32.2,19.3
1094,2019-12-31,134.0,28.2,18.6
