,x,y,p,z
0,0.7330068225506119,0.7239283373170109,0.5881822244749086,0.765437129046035
1,0.7385649815435339,0.7436878585883806,0.4282881465853965,0.6452366752282106
2,0.6846432279233617,0.7017117787481798,0.2797730295417899,0.5669499068627347
3,0.6692455821891139,0.6932205079879518,0.2790702513647804,0.5133467299040742
4,0.633285175348197,0.6622713987920511,0.14616179037377564,0.48660857573426364
5,0.6313667695548031,0.6438124758984918,0.1886131821576355,0.4586956430252702
6,0.6320555253706656,0.6472534317507727,0.3046163501766409,0.4408970304215234
7,0.6131807747943295,0.6416101060901601,0.18716122145662129,0.41462857251529117
8,0.6139225087377123,0.6061170793183611,0.22771790822099627,0.3785643288608999
9,0.605060678019838,0.6199357650766139,0.17213572418939965,0.35376058194445603
10,0.5830082218471169,0.6477402668784532,0.08400171956538367,0.34874760399976423
11,0.5847469650953754,0.6104001292436734,0.11912924737585963,0.3450283001856163
12,0.5900777612090683,0.6191270639287021,0.10931608208787498,0.3453534932751828
13,0.5912380003545574,0.6379168999212055,0.11725399223358006,0.33227494756894693
14,0.602790127438949,0.6155893237434222,0.17750455341959415,0.3173215999578117
15,0.5760478171451254,0.6081935062968464,0.13297566670611055,0.308262613092948
16,0.5720527119760773,0.6213331000231781,0.11414065122534763,0.3002377257563764
17,0.5808005618571992,0.6168902609852681,0.010120194092429993,0.2805401659233743
18,0.5888549752187733,0.6213835502059679,0.07571198281024114,0.2746088743794345
19,0.579804902088421,0.6036017398299338,0.1120770306276246,0.27631690474006304
20,0.575836711350688,0.6045495262167428,-0.00022467226658157147,0.2580893965851034
21,0.5713984769436465,0.6013875956871761,0.07280941095029697,0.23066127438380796
22,0.5721121285687454,0.6191961936945052,0.07363562541118562,0.22262466059580377
23,0.5687031615301409,0.5949641621077995,0.06458066341685935,0.2168564754697512
24,0.5482424536901538,0.6028885378520141,0.03653261638134912,0.21841002582583027
25,0.5492445108712016,0.5948335029487543,0.028886329657126227,0.22901719306546914
26,0.5559987984511661,0.5872847787623128,0.09076955394043767,0.23118067325266453
27,0.5678402907150408,0.5874352408978907,0.09546127155516881,0.23363882057739263
28,0.5682060087730049,0.6026573089442109,0.06211535671246805,0.2300400177034288
29,0.5589663365917737,0.5920736056421456,0.0196826027713659,0.21928143926587215
30,0.5596285886953772,0.5828452818879293,0.04464689970063581,0.22286528556785717
31,0.5656592415510294,0.5814387981515197,0.019721207335812875,0.21526368555967587
32,0.5488736965581058,0.5924212696875009,0.04857733503100924,0.20693543764747
33,0.5417947797626751,0.580217833841993,0.04174006261642595,0.19929264413076822
34,0.5390227829327485,0.5903499980364859,0.05324144234141451,0.19435800934574196
35,0.5526370288769141,0.5852199626734382,0.020768892690179883,0.2002504822961134
36,0.544638478877906,0.5839988860293576,0.01143125194802281,0.19208329056186627
37,0.5595399371354971,0.59972465898281,0.0652154151824747,0.19401673867588695
38,0.538715841928282,0.5933675199779274,0.087353168120612,0.19110168120342846
39,0.5531178037928924,0.5965596799439463,0.05687504665269839,0.1791501202065536
40,0.5474694233636177,0.6008213193366241,0.05456401851363838,0.15953624320942567
41,0.5366104327756347,0.5797023729715056,-0.01008920932379501,0.15821905793193128
42,0.5312919349743511,0.5893398710195041,-0.001307334472732631,0.14613850292558891
43,0.5451885544328103,0.6002139602098493,-0.012814651055689037,0.13890946828070186
44,0.5357081394880583,0.5624794405351298,0.013976983876908471,0.13594466722677487
45,0.5280017988833586,0.5869473397086622,-0.001481530137639563,0.12462985549519212
46,0.5336158716013427,0.585086180739387,0.06190205140486124,0.10557088916065648
47,0.5287649395580563,0.5781729426734441,-0.0028302792641330555,0.11982124445756713
48,0.5176956456550692,0.5743895347047784,0.03630310381650881,0.11506357062380293
